epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,821.668,2.17643,0.93421,0.95812,0.89603,0.36907,0.62915,0.3263,1.98871,0.90162,0.96822,0.00173526,0.00173526,0.00173526
55,837.002,2.29005,0.9506,0.9527,0.89301,0.37213,0.62964,0.30788,2.05028,0.88798,0.95472,0.00173027,0.00173027,0.00173027
56,851.751,2.17479,0.95025,0.95663,0.91113,0.37647,0.6398,0.34342,1.9082,0.86753,0.94368,0.00172528,0.00172528,0.00172528
57,867.076,2.1936,0.93365,0.94318,0.9106,0.37626,0.63804,0.33618,1.9172,0.85706,0.94311,0.00172028,0.00172028,0.00172028
58,882.467,2.18101,0.92437,0.94954,0.90385,0.37234,0.63215,0.33566,1.90434,0.88313,0.94765,0.00171529,0.00171529,0.00171529
59,897.716,2.18305,0.94479,0.94799,0.90422,0.37235,0.63273,0.34215,1.85722,0.88001,0.94293,0.00171029,0.00171029,0.00171029
60,912.422,2.11984,0.92549,0.94263,0.89069,0.36661,0.62248,0.32651,1.98289,0.91303,0.96123,0.0017053,0.0017053,0.0017053
61,927.59,2.18069,0.93398,0.95213,0.90967,0.37566,0.63794,0.33954,1.88202,0.86431,0.94021,0.0017003,0.0017003,0.0017003
62,943.152,2.15769,0.92325,0.94131,0.91158,0.37651,0.63909,0.34175,1.88615,0.86566,0.93941,0.00169531,0.00169531,0.00169531
63,957.824,2.15949,0.93407,0.9533,0.90016,0.37171,0.63112,0.33111,1.94348,0.89344,0.94843,0.00169031,0.00169031,0.00169031
64,972.901,2.15751,0.93684,0.93574,0.90197,0.37531,0.63526,0.33112,1.91951,0.88302,0.94056,0.00168532,0.00168532,0.00168532
65,987.541,2.09162,0.91446,0.93965,0.89447,0.36947,0.62598,0.32797,1.96516,0.90704,0.94599,0.00168032,0.00168032,0.00168032
66,1002.5,2.10032,0.92582,0.94399,0.89809,0.37088,0.62978,0.33806,1.85096,0.89399,0.93675,0.00167533,0.00167533,0.00167533
67,1017.96,2.21196,0.9462,0.93859,0.89962,0.37155,0.63129,0.34191,1.83138,0.8986,0.93136,0.00167033,0.00167033,0.00167033
68,1032.88,2.1123,0.93131,0.94467,0.90864,0.37409,0.63522,0.34349,1.85866,0.87903,0.93077,0.00166533,0.00166533,0.00166533
69,1048.5,2.10697,0.91338,0.93349,0.90078,0.37246,0.63123,0.34348,1.83056,0.8813,0.93313,0.00166034,0.00166034,0.00166034
70,1063.59,2.05896,0.8998,0.92755,0.90396,0.37507,0.63482,0.34318,1.87835,0.88528,0.94071,0.00165535,0.00165535,0.00165535
71,1078.51,2.04064,0.9062,0.9347,0.91105,0.37734,0.64095,0.34867,1.83591,0.87848,0.9377,0.00165035,0.00165035,0.00165035
72,1093.85,2.0863,0.92668,0.93098,0.91631,0.37875,0.64227,0.3459,1.84368,0.87556,0.92832,0.00164536,0.00164536,0.00164536
73,1108.91,2.03835,0.91138,0.92726,0.91253,0.37688,0.63977,0.35589,1.77318,0.86162,0.92148,0.00164036,0.00164036,0.00164036
74,1124.12,2.08352,0.91813,0.92918,0.90279,0.37167,0.62927,0.33436,1.87214,0.89475,0.93303,0.00163536,0.00163536,0.00163536
75,1139.78,2.10014,0.92715,0.92945,0.91142,0.37414,0.63582,0.34621,1.80988,0.89055,0.92739,0.00163037,0.00163037,0.00163037
76,1154.92,2.08432,0.92653,0.92942,0.91678,0.37895,0.64228,0.35001,1.80888,0.85336,0.92216,0.00162538,0.00162538,0.00162538
77,1169.82,2.06067,0.91421,0.93004,0.90714,0.37429,0.63559,0.34989,1.80319,0.88204,0.92428,0.00162038,0.00162038,0.00162038
78,1184.6,2.05878,0.9152,0.93276,0.91344,0.37689,0.64091,0.34953,1.8121,0.87675,0.92596,0.00161538,0.00161538,0.00161538
79,1200.57,2.06294,0.90341,0.91771,0.91789,0.37806,0.64341,0.35658,1.7919,0.86116,0.92213,0.00161039,0.00161039,0.00161039
80,1215.97,2.02978,0.91317,0.92752,0.91707,0.38011,0.64547,0.34476,1.84844,0.85736,0.92165,0.00160539,0.00160539,0.00160539
81,1231.17,2.00183,0.90436,0.92421,0.91326,0.37825,0.64131,0.35648,1.75534,0.87083,0.92023,0.0016004,0.0016004,0.0016004
82,1245.91,2.00738,0.91364,0.92445,0.90691,0.37393,0.63355,0.3498,1.77759,0.87908,0.92386,0.00159541,0.00159541,0.00159541
83,1260.77,2.01641,0.92328,0.94118,0.90941,0.37689,0.6384,0.35482,1.77449,0.86771,0.92185,0.00159041,0.00159041,0.00159041
84,1276.31,2.08899,0.915,0.9155,0.91043,0.3772,0.64017,0.34564,1.81238,0.88291,0.92284,0.00158541,0.00158541,0.00158541
85,1291.78,2.02225,0.90356,0.92032,0.91834,0.37947,0.6449,0.35936,1.78498,0.87259,0.91929,0.00158042,0.00158042,0.00158042
86,1307.12,2.00457,0.90632,0.92561,0.91462,0.37839,0.64384,0.35974,1.77318,0.86848,0.91997,0.00157542,0.00157542,0.00157542
87,1321.57,1.98825,0.90992,0.92786,0.91536,0.37933,0.64425,0.35796,1.7548,0.87208,0.91885,0.00157043,0.00157043,0.00157043
88,1336.73,2.02837,0.90589,0.91552,0.92291,0.3819,0.64756,0.35961,1.76362,0.85211,0.9137,0.00156544,0.00156544,0.00156544
89,1351.66,2.00456,0.91518,0.925,0.91959,0.37882,0.64386,0.35966,1.75386,0.8742,0.9118,0.00156044,0.00156044,0.00156044
90,1367.49,2.01905,0.90061,0.91611,0.9182,0.38024,0.64567,0.36199,1.74365,0.86874,0.90658,0.00155544,0.00155544,0.00155544
91,1382.27,1.95013,0.89484,0.91793,0.92627,0.38075,0.65002,0.36816,1.72345,0.85093,0.90574,0.00155045,0.00155045,0.00155045
92,1397.99,1.99406,0.90211,0.92218,0.91953,0.38072,0.64655,0.36147,1.74106,0.87448,0.91119,0.00154546,0.00154546,0.00154546
93,1413,1.96485,0.89137,0.91246,0.91334,0.3793,0.64408,0.36369,1.71423,0.86155,0.90511,0.00154046,0.00154046,0.00154046
94,1427.75,1.95426,0.90205,0.9173,0.91575,0.37933,0.64259,0.35968,1.73074,0.87563,0.91561,0.00153546,0.00153546,0.00153546
95,1442.05,1.93797,0.90085,0.92483,0.92069,0.38038,0.64585,0.36226,1.72776,0.86256,0.91896,0.00153047,0.00153047,0.00153047
96,1457.62,1.96015,0.89107,0.91283,0.92057,0.38138,0.64586,0.36018,1.73313,0.86389,0.9108,0.00152547,0.00152547,0.00152547
97,1472.65,1.95143,0.90108,0.91697,0.92451,0.38222,0.64993,0.36607,1.73275,0.85161,0.91095,0.00152048,0.00152048,0.00152048
98,1487.84,1.95519,0.9002,0.91382,0.92103,0.38097,0.6476,0.36135,1.73363,0.85282,0.90773,0.00151549,0.00151549,0.00151549
99,1503.36,1.92457,0.88855,0.90677,0.92554,0.38332,0.65214,0.37322,1.67741,0.85823,0.90303,0.00151049,0.00151049,0.00151049
100,1518.25,1.92803,0.89618,0.91027,0.9243,0.38192,0.64861,0.36667,1.72108,0.86706,0.91092,0.00150549,0.00150549,0.00150549
101,1533.5,1.95737,0.90395,0.92046,0.92189,0.38141,0.64766,0.36651,1.70142,0.86381,0.90323,0.0015005,0.0015005,0.0015005
102,1548.73,1.92464,0.89025,0.90665,0.91682,0.38002,0.64605,0.36715,1.68836,0.87673,0.90105,0.00149551,0.00149551,0.00149551
103,1563.73,1.91698,0.88708,0.90879,0.92268,0.38286,0.6501,0.37346,1.67476,0.85376,0.90029,0.00149051,0.00149051,0.00149051
104,1579.11,1.90424,0.88082,0.90647,0.92078,0.38168,0.64854,0.37288,1.67108,0.84827,0.90064,0.00148551,0.00148551,0.00148551
105,1594.2,1.95469,0.8987,0.91007,0.914,0.37897,0.64228,0.36593,1.67923,0.88032,0.90104,0.00148052,0.00148052,0.00148052
106,1609.92,1.9172,0.88817,0.9115,0.92507,0.38342,0.65167,0.37483,1.67569,0.84938,0.89914,0.00147553,0.00147553,0.00147553
107,1624.92,1.91683,0.89858,0.91402,0.92757,0.38421,0.6523,0.37171,1.67184,0.85789,0.8968,0.00147053,0.00147053,0.00147053
108,1640.21,1.92103,0.89255,0.90706,0.92173,0.3817,0.64849,0.37231,1.66073,0.86407,0.89908,0.00146553,0.00146553,0.00146553
109,1655.67,1.91042,0.88865,0.90814,0.92429,0.38262,0.65052,0.37335,1.67397,0.85889,0.89714,0.00146054,0.00146054,0.00146054
110,1670.87,1.94021,0.88764,0.89887,0.9232,0.38268,0.65019,0.37735,1.66624,0.84883,0.89438,0.00145555,0.00145555,0.00145555
111,1685.64,1.8738,0.87445,0.90548,0.9225,0.38197,0.64943,0.37489,1.65106,0.85382,0.89731,0.00145055,0.00145055,0.00145055
112,1700.54,1.89504,0.88559,0.90742,0.92655,0.38368,0.65175,0.37176,1.70262,0.84514,0.89889,0.00144556,0.00144556,0.00144556
113,1715.11,1.85878,0.88651,0.91225,0.92671,0.38421,0.65259,0.37399,1.65719,0.8501,0.89703,0.00144056,0.00144056,0.00144056
114,1730.19,1.90325,0.88239,0.90057,0.92188,0.38263,0.64866,0.36804,1.69281,0.85721,0.90055,0.00143556,0.00143556,0.00143556
115,1744.99,1.90249,0.88564,0.90242,0.9246,0.38367,0.65189,0.37402,1.6661,0.85165,0.89759,0.00143057,0.00143057,0.00143057
116,1759.98,1.88853,0.89333,0.90631,0.9199,0.38063,0.64724,0.37324,1.65746,0.85404,0.89693,0.00142558,0.00142558,0.00142558
117,1775.05,1.93163,0.88449,0.90087,0.9179,0.3804,0.64532,0.35991,1.72689,0.87709,0.90648,0.00142058,0.00142058,0.00142058
118,1789.78,1.89667,0.87109,0.90339,0.92323,0.38273,0.65015,0.37609,1.66293,0.84847,0.89609,0.00141559,0.00141559,0.00141559
119,1804.45,1.87776,0.87966,0.90075,0.92008,0.3805,0.64735,0.37268,1.65767,0.85256,0.89409,0.00141059,0.00141059,0.00141059
120,1820.03,1.90322,0.88676,0.89574,0.92313,0.3821,0.64981,0.37151,1.66012,0.86065,0.89603,0.00140559,0.00140559,0.00140559
121,1835.04,1.8622,0.88319,0.90618,0.92655,0.38426,0.65315,0.37907,1.65899,0.84363,0.89435,0.0014006,0.0014006,0.0014006
122,1850.56,1.86086,0.87955,0.90569,0.92584,0.38384,0.65151,0.376,1.65089,0.84991,0.89213,0.00139561,0.00139561,0.00139561
123,1865.79,1.89708,0.89713,0.90349,0.92729,0.38482,0.65447,0.3796,1.65583,0.85455,0.89305,0.00139061,0.00139061,0.00139061
124,1880.36,1.86856,0.89147,0.90759,0.92556,0.38373,0.65178,0.37741,1.64649,0.85213,0.89626,0.00138561,0.00138561,0.00138561
125,1895.74,1.89444,0.8982,0.90244,0.92761,0.38403,0.652,0.3803,1.62478,0.84546,0.8893,0.00138062,0.00138062,0.00138062
126,1910.47,1.8467,0.89261,0.90613,0.92853,0.38508,0.65354,0.37898,1.63899,0.8442,0.88968,0.00137563,0.00137563,0.00137563
127,1926.14,1.89029,0.87926,0.89598,0.93115,0.38539,0.65459,0.38055,1.63311,0.84491,0.88762,0.00137063,0.00137063,0.00137063
128,1941.59,1.85453,0.86775,0.89496,0.92701,0.38479,0.6534,0.37945,1.62447,0.84847,0.88998,0.00136564,0.00136564,0.00136564
129,1956.51,1.87136,0.88762,0.91039,0.92549,0.38354,0.65044,0.37248,1.658,0.85687,0.89446,0.00136064,0.00136064,0.00136064
130,1972.25,1.89394,0.88699,0.8987,0.925,0.3835,0.65223,0.38061,1.63003,0.84861,0.88892,0.00135564,0.00135564,0.00135564
131,1987.65,1.87209,0.88089,0.89444,0.92671,0.38437,0.65238,0.37896,1.63078,0.84817,0.89151,0.00135065,0.00135065,0.00135065
132,2002.73,1.86906,0.8872,0.9051,0.92899,0.38543,0.65514,0.38601,1.62913,0.84213,0.89143,0.00134566,0.00134566,0.00134566
133,2017.78,1.85283,0.88115,0.89832,0.93208,0.38686,0.6574,0.37844,1.63774,0.84763,0.89127,0.00134066,0.00134066,0.00134066
134,2032.8,1.86551,0.88181,0.88942,0.92676,0.3833,0.65194,0.38001,1.63143,0.85319,0.89434,0.00133566,0.00133566,0.00133566
135,2048.2,1.85193,0.87521,0.90248,0.92908,0.38521,0.65413,0.37853,1.62742,0.84455,0.89216,0.00133067,0.00133067,0.00133067
136,2063.25,1.84309,0.87167,0.88755,0.93099,0.38521,0.65525,0.38408,1.61763,0.84926,0.88843,0.00132567,0.00132567,0.00132567
137,2078.46,1.85152,0.88002,0.88902,0.92667,0.38309,0.65196,0.37657,1.64589,0.85661,0.88892,0.00132068,0.00132068,0.00132068
138,2093.81,1.84902,0.87681,0.89779,0.92619,0.38422,0.65359,0.38209,1.62821,0.85333,0.88805,0.00131569,0.00131569,0.00131569
139,2109.21,1.8724,0.87507,0.89465,0.93211,0.38662,0.65666,0.3857,1.60768,0.84268,0.8844,0.00131069,0.00131069,0.00131069
140,2124.42,1.8243,0.86565,0.89614,0.93802,0.38775,0.65869,0.3873,1.62462,0.83335,0.88898,0.0013057,0.0013057,0.0013057
141,2139.73,1.84449,0.87783,0.89197,0.93585,0.38741,0.65806,0.38225,1.62466,0.84142,0.88942,0.0013007,0.0013007,0.0013007
142,2154.54,1.82608,0.88211,0.89624,0.92999,0.3858,0.65559,0.38366,1.62208,0.8485,0.88898,0.0012957,0.0012957,0.0012957
143,2169.18,1.78885,0.86511,0.89147,0.93382,0.38711,0.65824,0.38687,1.60965,0.83954,0.88811,0.00129071,0.00129071,0.00129071
144,2184.39,1.83316,0.87017,0.88442,0.93273,0.38612,0.65736,0.38896,1.60625,0.83865,0.88501,0.00128572,0.00128572,0.00128572
145,2199.77,1.8222,0.87121,0.89418,0.92915,0.38496,0.65349,0.38229,1.61483,0.84671,0.88852,0.00128072,0.00128072,0.00128072
146,2215.26,1.8455,0.86959,0.88699,0.92383,0.38367,0.65227,0.38326,1.6119,0.84764,0.8883,0.00127573,0.00127573,0.00127573
147,2230.34,1.80454,0.87608,0.89659,0.92782,0.38522,0.6547,0.38091,1.6238,0.84765,0.88948,0.00127073,0.00127073,0.00127073
148,2245.64,1.8609,0.87844,0.89216,0.92949,0.3851,0.65435,0.38277,1.61939,0.85023,0.88697,0.00126574,0.00126574,0.00126574
149,2261.23,1.83391,0.86555,0.88837,0.9326,0.38663,0.65692,0.38596,1.60608,0.83976,0.89014,0.00126074,0.00126074,0.00126074
150,2276.09,1.79816,0.86869,0.8955,0.93052,0.38481,0.65465,0.37894,1.63879,0.84202,0.88991,0.00125574,0.00125574,0.00125574
151,2290.55,1.80841,0.87213,0.88791,0.92618,0.38463,0.65408,0.37928,1.61695,0.8606,0.89032,0.00125075,0.00125075,0.00125075
152,2305.8,1.84079,0.88293,0.88976,0.92825,0.38506,0.65512,0.3841,1.6039,0.85025,0.88754,0.00124576,0.00124576,0.00124576
153,2320.77,1.82087,0.8683,0.88786,0.92917,0.38599,0.65623,0.38158,1.63645,0.85024,0.8897,0.00124076,0.00124076,0.00124076
154,2336.33,1.84252,0.87622,0.89499,0.93349,0.38694,0.65825,0.39044,1.59775,0.84018,0.88412,0.00123576,0.00123576,0.00123576
155,2351.85,1.83536,0.87862,0.89728,0.93684,0.38679,0.65871,0.3863,1.61449,0.83291,0.88246,0.00123077,0.00123077,0.00123077
156,2367.47,1.82946,0.87714,0.89395,0.93647,0.38783,0.65952,0.38769,1.60452,0.83734,0.88394,0.00122578,0.00122578,0.00122578
157,2382.54,1.79261,0.86373,0.89024,0.92999,0.3858,0.65548,0.38452,1.61069,0.84304,0.88539,0.00122078,0.00122078,0.00122078
158,2397.18,1.79212,0.86098,0.88938,0.9328,0.38631,0.65706,0.38755,1.59218,0.8389,0.88471,0.00121578,0.00121578,0.00121578
159,2411.92,1.77034,0.86072,0.89265,0.93212,0.38722,0.65788,0.38827,1.59433,0.83676,0.88497,0.00121079,0.00121079,0.00121079
160,2427.47,1.83464,0.87191,0.8846,0.93293,0.38562,0.65557,0.38395,1.59305,0.84411,0.88358,0.0012058,0.0012058,0.0012058
161,2442.59,1.81754,0.87567,0.88528,0.93339,0.38685,0.65732,0.38794,1.57938,0.84135,0.88037,0.0012008,0.0012008,0.0012008
162,2457.7,1.7949,0.87126,0.8884,0.93504,0.38713,0.65837,0.38704,1.59977,0.84102,0.88348,0.0011958,0.0011958,0.0011958
163,2473.38,1.8275,0.86159,0.88427,0.93256,0.38564,0.65648,0.37876,1.64849,0.84649,0.88829,0.00119081,0.00119081,0.00119081
164,2488.6,1.81498,0.8673,0.88697,0.9302,0.3859,0.65699,0.389,1.58484,0.83859,0.88058,0.00118582,0.00118582,0.00118582
165,2503.54,1.8041,0.87743,0.89195,0.93083,0.38507,0.65538,0.38436,1.58958,0.84873,0.88437,0.00118082,0.00118082,0.00118082
166,2518.94,1.83315,0.87402,0.8885,0.92689,0.38435,0.65348,0.38395,1.58723,0.86586,0.88474,0.00117583,0.00117583,0.00117583
167,2534.72,1.80424,0.86449,0.88347,0.93405,0.38642,0.65815,0.38985,1.57808,0.84123,0.88116,0.00117083,0.00117083,0.00117083
168,2550.17,1.81073,0.87295,0.89293,0.93568,0.38783,0.65908,0.39237,1.57688,0.8315,0.88104,0.00116584,0.00116584,0.00116584
169,2565.34,1.77603,0.86252,0.88614,0.93375,0.38683,0.65735,0.38816,1.58915,0.83802,0.88367,0.00116084,0.00116084,0.00116084
170,2580.56,1.81438,0.86039,0.88482,0.93253,0.38602,0.65641,0.39315,1.57122,0.83892,0.88168,0.00115584,0.00115584,0.00115584
171,2595.81,1.78799,0.86322,0.88432,0.93403,0.38672,0.65717,0.3899,1.58066,0.83521,0.88397,0.00115085,0.00115085,0.00115085
172,2610.39,1.80522,0.87108,0.88846,0.92737,0.3847,0.65382,0.37855,1.63633,0.85507,0.88641,0.00114586,0.00114586,0.00114586
173,2625.75,1.79769,0.85951,0.88623,0.93218,0.38654,0.65692,0.38465,1.59813,0.83818,0.88325,0.00114086,0.00114086,0.00114086
174,2640.81,1.78209,0.8669,0.88767,0.93535,0.38752,0.65892,0.3895,1.57512,0.83617,0.88228,0.00113587,0.00113587,0.00113587
175,2655.91,1.8088,0.87509,0.89291,0.93571,0.38729,0.65935,0.3912,1.58927,0.83456,0.88057,0.00113087,0.00113087,0.00113087
176,2670.84,1.77923,0.85609,0.8809,0.9376,0.38838,0.66118,0.39321,1.58425,0.83459,0.8804,0.00112587,0.00112587,0.00112587
177,2685.68,1.78263,0.86079,0.88578,0.93452,0.38731,0.6582,0.39089,1.58558,0.83116,0.88134,0.00112088,0.00112088,0.00112088
178,2700.82,1.79987,0.86797,0.88898,0.93146,0.38588,0.65606,0.38853,1.57637,0.84234,0.88165,0.00111589,0.00111589,0.00111589
179,2716.18,1.77761,0.86685,0.88032,0.93078,0.38577,0.6559,0.38305,1.6068,0.84955,0.88535,0.00111089,0.00111089,0.00111089
180,2731.86,1.81038,0.87118,0.88905,0.93238,0.38632,0.65741,0.38999,1.58794,0.83942,0.88144,0.0011059,0.0011059,0.0011059
181,2748.08,1.80809,0.86427,0.88128,0.93387,0.38571,0.6576,0.39072,1.58632,0.83982,0.88128,0.0011009,0.0011009,0.0011009
182,2763.08,1.77841,0.86301,0.88456,0.93296,0.38617,0.6574,0.38939,1.58512,0.8429,0.88212,0.0010959,0.0010959,0.0010959
183,2778.27,1.78951,0.86372,0.88944,0.93173,0.386,0.65617,0.38388,1.59718,0.84275,0.88319,0.00109091,0.00109091,0.00109091
184,2793.75,1.74347,0.85443,0.88454,0.93485,0.38721,0.65854,0.39141,1.57296,0.83108,0.88033,0.00108592,0.00108592,0.00108592
185,2808.58,1.77335,0.85719,0.88878,0.9395,0.38919,0.66195,0.39716,1.56811,0.82661,0.87883,0.00108092,0.00108092,0.00108092
