epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
158,2467.66,1.82658,0.86575,0.89625,0.94573,0.39059,0.66202,0.38468,1.61648,0.84877,0.8903,0.00095438,0.00095438,0.00095438
159,2482.83,1.79095,0.8653,0.89765,0.94755,0.39107,0.66265,0.38191,1.62535,0.84828,0.89196,0.00094772,0.00094772,0.00094772
160,2499,1.83534,0.87439,0.88741,0.94542,0.3904,0.66148,0.38459,1.61223,0.84949,0.88916,0.00094106,0.00094106,0.00094106
161,2514.48,1.83836,0.87606,0.89049,0.94673,0.39051,0.66262,0.38513,1.61756,0.84613,0.88923,0.0009344,0.0009344,0.0009344
162,2530.01,1.80382,0.87501,0.89071,0.94796,0.38989,0.66279,0.38586,1.62499,0.85171,0.88829,0.00092774,0.00092774,0.00092774
163,2546.06,1.845,0.86731,0.88744,0.94679,0.3906,0.66336,0.38715,1.62684,0.85042,0.88801,0.00092108,0.00092108,0.00092108
164,2561.78,1.83729,0.87356,0.89011,0.94921,0.39075,0.66347,0.38452,1.61906,0.84557,0.88693,0.00091442,0.00091442,0.00091442
165,2577.08,1.82892,0.87911,0.89423,0.94694,0.39054,0.66283,0.38843,1.60504,0.84425,0.88631,0.00090776,0.00090776,0.00090776
166,2593.01,1.84458,0.87221,0.88931,0.94683,0.39046,0.66226,0.38478,1.60745,0.84693,0.88577,0.0009011,0.0009011,0.0009011
167,2609.11,1.8125,0.86777,0.8854,0.94493,0.3902,0.66151,0.38875,1.58987,0.84751,0.88492,0.00089444,0.00089444,0.00089444
168,2625.14,1.83418,0.87429,0.89591,0.94673,0.39046,0.66166,0.38828,1.60245,0.8448,0.88675,0.00088778,0.00088778,0.00088778
169,2640.72,1.79368,0.86805,0.89104,0.94616,0.39113,0.66296,0.38846,1.60489,0.83296,0.88663,0.00088112,0.00088112,0.00088112
170,2656.48,1.82677,0.8643,0.88724,0.94639,0.39018,0.66144,0.38587,1.61994,0.83836,0.88616,0.00087446,0.00087446,0.00087446
171,2672.12,1.81195,0.87284,0.88802,0.94713,0.39018,0.66181,0.39014,1.58567,0.84439,0.88455,0.0008678,0.0008678,0.0008678
172,2687.36,1.82929,0.88358,0.89123,0.94737,0.39036,0.66175,0.38486,1.60218,0.85359,0.88455,0.00086114,0.00086114,0.00086114
173,2703,1.83002,0.8593,0.89003,0.94962,0.3907,0.66366,0.38493,1.63379,0.82857,0.88636,0.00085448,0.00085448,0.00085448
174,2718.72,1.83759,0.869,0.8947,0.94288,0.38923,0.66015,0.38159,1.63868,0.85718,0.88959,0.00084782,0.00084782,0.00084782
175,2733.88,1.84271,0.88823,0.89913,0.94864,0.39116,0.6636,0.38646,1.60852,0.84234,0.88351,0.00084116,0.00084116,0.00084116
176,2749.44,1.79514,0.86412,0.88517,0.94523,0.39029,0.66219,0.38926,1.598,0.84257,0.88678,0.0008345,0.0008345,0.0008345
177,2764.72,1.80816,0.86796,0.88923,0.94703,0.39034,0.66276,0.38947,1.60361,0.84386,0.88543,0.00082784,0.00082784,0.00082784
178,2780.64,1.81846,0.8694,0.89133,0.94821,0.39032,0.66267,0.3878,1.60732,0.84185,0.88719,0.00082118,0.00082118,0.00082118
179,2796.44,1.79968,0.86925,0.88463,0.94929,0.39106,0.66332,0.38627,1.60169,0.84803,0.88527,0.00081452,0.00081452,0.00081452
