epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,4543.18,1.5508,0.92028,1.01431,0.94437,0.3872,0.66004,0.40418,1.51237,0.90197,1.03336,0.001208,0.001208,0.001208
42,4594.96,1.54443,0.93035,1.01342,0.94569,0.38847,0.66253,0.40961,1.4802,0.91191,1.027,0.0011882,0.0011882,0.0011882
43,4691.69,1.56406,0.94119,1.03063,0.92383,0.38101,0.6443,0.39882,1.52967,0.93342,1.06117,0.0011684,0.0011684,0.0011684
44,4860.07,1.56259,0.92435,1.01165,0.93923,0.38924,0.65857,0.40679,1.47324,0.90387,1.03052,0.0011486,0.0011486,0.0011486
45,4931.92,1.54944,0.91932,1.01238,0.94443,0.3903,0.66479,0.40628,1.50721,0.90326,1.03088,0.0011288,0.0011288,0.0011288
46,5020.75,1.53993,0.91664,1.01177,0.95529,0.39268,0.66925,0.42271,1.413,0.87991,1.00777,0.001109,0.001109,0.001109
47,5159.73,1.54059,0.94656,1.02729,0.93795,0.3852,0.65324,0.40303,1.49828,0.90599,1.04484,0.0010892,0.0010892,0.0010892
48,5242.33,1.52809,0.91707,1.0046,0.95178,0.39263,0.67046,0.42148,1.44433,0.88179,1.01711,0.0010694,0.0010694,0.0010694
49,5319.6,1.56089,0.9361,1.01367,0.94457,0.39209,0.66653,0.41552,1.42866,0.90053,1.02076,0.0010496,0.0010496,0.0010496
50,5400.33,1.55712,0.93782,1.00908,0.94713,0.3872,0.6622,0.41902,1.43959,0.90155,1.02368,0.0010298,0.0010298,0.0010298
51,5488.63,1.56699,0.9321,1.0182,0.94442,0.38864,0.66283,0.40092,1.55891,0.91751,1.03263,0.00101,0.00101,0.00101
52,5654.51,1.53277,0.93183,1.01936,0.93477,0.38432,0.65162,0.39868,1.53053,0.9158,1.05822,0.0009902,0.0009902,0.0009902
53,5732.83,1.51462,0.92709,1.00866,0.94096,0.3884,0.65845,0.41219,1.43782,0.92412,1.02471,0.0009704,0.0009704,0.0009704
54,5858.75,1.51519,0.91413,1.00147,0.9482,0.3886,0.66016,0.41091,1.47222,0.89117,1.03794,0.0009506,0.0009506,0.0009506
55,5962.82,1.51509,0.92977,1.00484,0.93681,0.38547,0.6557,0.4065,1.47438,0.92039,1.03215,0.0009308,0.0009308,0.0009308
56,6130.96,1.4989,0.91426,0.99848,0.93616,0.38676,0.65628,0.40793,1.46541,0.91643,1.03193,0.000911,0.000911,0.000911
57,6329.07,1.51106,0.91262,1.00663,0.93455,0.38378,0.65252,0.41361,1.44951,0.89965,1.04338,0.0008912,0.0008912,0.0008912
58,6428.17,1.50949,0.92097,1.00351,0.94609,0.39172,0.6674,0.42234,1.42067,0.89424,1.01294,0.0008714,0.0008714,0.0008714
59,6522.33,1.48271,0.91576,1.00194,0.9379,0.3836,0.65637,0.41558,1.42205,0.91428,1.02735,0.0008516,0.0008516,0.0008516
60,6594.43,1.52705,0.91539,1.00483,0.93936,0.38436,0.65397,0.41606,1.44081,0.90686,1.04067,0.0008318,0.0008318,0.0008318
61,6660.11,1.51021,0.92848,1.00566,0.93825,0.38686,0.65622,0.4061,1.4924,0.9085,1.04135,0.000812,0.000812,0.000812
62,6785.84,1.51114,0.92544,1.0036,0.95062,0.39296,0.67028,0.43001,1.38777,0.8858,1.00409,0.0007922,0.0007922,0.0007922
63,6844.32,1.49183,0.92128,1.00491,0.94861,0.39222,0.66828,0.4234,1.40266,0.88374,1.00581,0.0007724,0.0007724,0.0007724
64,6922.73,1.51509,0.91799,0.99578,0.94101,0.3853,0.65797,0.40892,1.48305,0.90549,1.03374,0.0007526,0.0007526,0.0007526
65,6978.76,1.51177,0.91489,0.99407,0.92734,0.38396,0.64977,0.40843,1.46289,0.92559,1.03946,0.0007328,0.0007328,0.0007328
66,7047.29,1.4837,0.92401,1.00299,0.94422,0.38946,0.66128,0.41602,1.43718,0.91008,1.01434,0.000713,0.000713,0.000713
67,7154.7,1.50441,0.90755,0.98998,0.94541,0.39066,0.66521,0.41953,1.41426,0.89171,1.00645,0.0006932,0.0006932,0.0006932
68,7232.18,1.48374,0.91649,1.00535,0.9486,0.39149,0.66731,0.42671,1.38836,0.88923,0.99941,0.0006734,0.0006734,0.0006734
69,7354.41,1.48296,0.92181,0.99419,0.94105,0.38776,0.6602,0.42381,1.38171,0.90889,1.00739,0.0006536,0.0006536,0.0006536
70,7408.38,1.48373,0.91822,0.99172,0.94205,0.38514,0.6591,0.41844,1.41828,0.91643,1.01932,0.0006338,0.0006338,0.0006338
71,7495.48,1.50885,0.91606,0.9931,0.92265,0.38176,0.64378,0.41045,1.45714,0.92024,1.04882,0.000614,0.000614,0.000614
72,7560.49,1.47039,0.92082,0.99861,0.9286,0.38607,0.65239,0.40308,1.49562,0.92696,1.02477,0.0005942,0.0005942,0.0005942
73,7615.93,1.47538,0.90867,0.98833,0.92349,0.38449,0.64902,0.41208,1.42532,0.92779,1.02591,0.0005744,0.0005744,0.0005744
74,7700.3,1.47867,0.92024,1.00072,0.94235,0.38725,0.66258,0.42195,1.41317,0.90337,1.01169,0.0005546,0.0005546,0.0005546
75,7767.39,1.50155,0.915,0.99557,0.93917,0.38928,0.66209,0.41805,1.42466,0.904,1.01017,0.0005348,0.0005348,0.0005348
76,7827.39,1.48554,0.9159,0.99687,0.93651,0.38926,0.66058,0.42055,1.39973,0.90409,1.01444,0.000515,0.000515,0.000515
77,7938.66,1.47936,0.91354,0.99025,0.92495,0.38548,0.64851,0.41296,1.42493,0.91513,1.02771,0.0004952,0.0004952,0.0004952
78,8045.43,1.46847,0.91425,0.99514,0.93466,0.38776,0.65593,0.41703,1.40395,0.90205,1.01603,0.0004754,0.0004754,0.0004754
79,8091.03,1.46605,0.91704,0.99536,0.94047,0.38761,0.65562,0.41441,1.42276,0.91115,1.01695,0.0004556,0.0004556,0.0004556
80,8141.74,1.47617,0.90853,0.98289,0.94573,0.39091,0.66356,0.42214,1.39727,0.8955,1.00574,0.0004358,0.0004358,0.0004358
81,8205.96,1.4707,0.90984,0.99131,0.94844,0.39156,0.66485,0.42533,1.38495,0.88865,1.00081,0.000416,0.000416,0.000416
82,8248.09,1.46214,0.91961,0.99329,0.93773,0.38914,0.65698,0.41732,1.40593,0.90947,1.0124,0.0003962,0.0003962,0.0003962
83,8288.88,1.47467,0.91092,0.98298,0.93197,0.38594,0.65001,0.41738,1.3891,0.91238,1.00813,0.0003764,0.0003764,0.0003764
84,8458.86,1.46174,0.91771,0.99732,0.94609,0.39061,0.66385,0.41937,1.43999,0.888,1.01915,0.0003566,0.0003566,0.0003566
85,8496.86,1.46097,0.89989,0.9883,0.93876,0.38879,0.65695,0.42053,1.3997,0.89079,1.00937,0.0003368,0.0003368,0.0003368
86,8553.75,1.47257,0.9098,0.98643,0.92898,0.38622,0.6504,0.40928,1.43159,0.91566,1.01763,0.000317,0.000317,0.000317
87,8700.8,1.47208,0.91,0.98698,0.92779,0.385,0.64887,0.41513,1.40177,0.91217,1.01976,0.0002972,0.0002972,0.0002972
88,8746.08,1.45827,0.91446,0.98629,0.92851,0.38575,0.64958,0.41502,1.39871,0.91348,1.01398,0.0002774,0.0002774,0.0002774
89,8799.84,1.45259,0.90156,0.98357,0.92971,0.38599,0.64955,0.41132,1.41692,0.90984,1.01945,0.0002576,0.0002576,0.0002576
90,8900.74,1.46371,0.89788,0.98368,0.9454,0.39159,0.66283,0.42283,1.3826,0.89481,1.00479,0.0002378,0.0002378,0.0002378
91,8972.74,1.46784,0.96295,0.9937,0.92404,0.37725,0.63896,0.40042,1.48938,0.95822,1.03272,0.000218,0.000218,0.000218
92,8995.49,1.43298,0.94867,1.00084,0.92994,0.37819,0.64237,0.40848,1.47056,0.94023,1.0335,0.0001982,0.0001982,0.0001982
93,9018.2,1.44636,0.94453,0.99197,0.931,0.37601,0.64038,0.39817,1.53601,0.95634,1.05123,0.0001784,0.0001784,0.0001784
94,9040.72,1.42539,0.93654,0.98179,0.9299,0.37846,0.64264,0.40975,1.45414,0.94198,1.0454,0.0001586,0.0001586,0.0001586
95,9063.64,1.43718,0.9363,0.98626,0.92612,0.37666,0.63969,0.40463,1.48673,0.94662,1.06494,0.0001388,0.0001388,0.0001388
96,9086.33,1.40533,0.92443,0.98375,0.93311,0.37946,0.64544,0.41167,1.46673,0.93546,1.05548,0.000119,0.000119,0.000119
97,9109.06,1.4078,0.92828,0.98749,0.92545,0.37737,0.64006,0.40446,1.49284,0.95469,1.05679,9.92e-05,9.92e-05,9.92e-05
98,9131.59,1.41129,0.9294,0.97927,0.92494,0.37708,0.63993,0.40369,1.49958,0.95211,1.05835,7.94e-05,7.94e-05,7.94e-05
99,9153.77,1.38773,0.92419,0.98849,0.92785,0.37747,0.64096,0.40495,1.48761,0.94839,1.05374,5.96e-05,5.96e-05,5.96e-05
100,9176.26,1.39847,0.92575,0.98956,0.92755,0.37954,0.64427,0.40895,1.47105,0.94013,1.05354,3.98e-05,3.98e-05,3.98e-05
1,35.3064,1.49381,0.92255,0.99571,0.9502,0.38748,0.66066,0.40684,1.46803,0.90771,1.01759,0.000661247,0.000661247,0.000661247
1,44.3498,1.51811,0.91715,0.99672,0.92648,0.38228,0.64479,0.3796,1.61796,0.94732,1.05139,0.000661247,0.000661247,0.000661247
2,93.9861,1.5251,0.93385,1.00286,0.94652,0.38841,0.66049,0.41032,1.42485,0.9052,1.00896,0.00132659,0.00132659,0.00132659
3,148.816,1.55499,0.92446,1.00164,0.94225,0.38783,0.66076,0.38088,1.62129,0.90886,1.06354,0.00199059,0.00199059,0.00199059
4,211.731,1.5532,0.91137,1.01111,0.92951,0.39012,0.6642,0.41519,1.45199,0.8989,1.02306,0.00199401,0.00199401,0.00199401
5,279.714,1.54414,0.92504,0.99985,0.92531,0.38534,0.64848,0.39186,1.5568,0.95678,1.04141,0.00199201,0.00199201,0.00199201
6,447.932,1.53193,0.93356,0.99902,0.93818,0.39213,0.66707,0.40327,1.53832,0.90794,1.02788,0.00199001,0.00199001,0.00199001
7,499.355,1.5326,0.93099,1.00446,0.94718,0.39051,0.66117,0.40181,1.48695,0.92856,1.01563,0.00198801,0.00198801,0.00198801
8,564.481,1.5204,0.91518,0.99017,0.93713,0.38728,0.6525,0.40072,1.47717,0.91994,1.0253,0.00198601,0.00198601,0.00198601
9,624.009,1.50184,0.92887,0.99389,0.95284,0.39412,0.67049,0.41472,1.47789,0.90443,1.01059,0.00198402,0.00198402,0.00198402
10,692.718,1.52735,0.92251,0.99928,0.92493,0.38067,0.64601,0.39883,1.47094,0.93449,1.02886,0.00198202,0.00198202,0.00198202
11,768.16,1.50502,0.90781,0.9893,0.92709,0.38911,0.66051,0.39916,1.52357,0.96469,1.02903,0.00198002,0.00198002,0.00198002
12,861.899,1.49443,0.92487,0.99962,0.94377,0.39037,0.66049,0.41601,1.41637,0.91171,1.01048,0.00197802,0.00197802,0.00197802
13,929.942,1.49936,0.91888,0.98408,0.94324,0.39074,0.66117,0.42135,1.37837,0.92231,1.00123,0.00197602,0.00197602,0.00197602
14,991.569,1.50961,0.91252,0.98878,0.92858,0.3862,0.65388,0.3922,1.56284,0.93181,1.0398,0.00197403,0.00197403,0.00197403
15,1047.19,1.50645,0.92517,0.99187,0.92355,0.38318,0.64741,0.40429,1.45445,0.93728,1.03518,0.00197203,0.00197203,0.00197203
16,1121.31,1.5071,0.92079,0.99916,0.92427,0.3812,0.64837,0.38726,1.59497,0.95311,1.05047,0.00197003,0.00197003,0.00197003
17,1188.08,1.51588,0.92538,0.99385,0.94956,0.39159,0.66652,0.41233,1.45242,0.90352,1.00855,0.00196803,0.00196803,0.00196803
18,1262.65,1.49026,0.90423,0.98725,0.91533,0.38203,0.64744,0.38157,1.61943,0.94257,1.04866,0.00196603,0.00196603,0.00196603
19,1336.78,1.50453,0.94591,1.00388,0.93956,0.38733,0.65734,0.41685,1.43399,0.92023,1.02201,0.00196404,0.00196404,0.00196404
20,1414.71,1.48743,0.9167,0.99398,0.93283,0.38496,0.64997,0.41605,1.41492,0.91597,1.02184,0.00196204,0.00196204,0.00196204
21,1474.66,1.49852,0.92146,0.99211,0.94239,0.38724,0.65885,0.41051,1.46295,0.92642,1.02236,0.00196004,0.00196004,0.00196004
22,1598.93,1.47699,0.9216,0.99448,0.94833,0.39238,0.66736,0.42504,1.3855,0.91294,0.99745,0.00195804,0.00195804,0.00195804
23,1658.6,1.51815,0.92137,0.9883,0.93517,0.3879,0.65554,0.40951,1.45235,0.94108,1.02485,0.00195604,0.00195604,0.00195604
24,1721.33,1.50938,0.9257,0.99579,0.94254,0.39233,0.66133,0.41332,1.42211,0.92379,1.00577,0.00195405,0.00195405,0.00195405
25,1789.9,1.4844,0.91878,0.99192,0.91946,0.38357,0.64451,0.4086,1.44794,0.95255,1.02781,0.00195205,0.00195205,0.00195205
26,1850.68,1.48035,0.92439,1.00146,0.94923,0.39125,0.66656,0.43267,1.36269,0.90134,0.99581,0.00195005,0.00195005,0.00195005
27,1901.28,1.50126,0.92512,0.99301,0.93422,0.38805,0.65888,0.42195,1.38269,0.92854,1.00463,0.00194805,0.00194805,0.00194805
28,2023.16,1.48876,0.91082,0.98777,0.93089,0.38994,0.66316,0.4169,1.44755,0.94054,1.03193,0.00194605,0.00194605,0.00194605
29,2074.27,1.49198,0.91983,0.99184,0.94817,0.39204,0.66502,0.42121,1.39105,0.91969,1.00062,0.00194406,0.00194406,0.00194406
30,2143.99,1.47963,0.92336,0.99055,0.94693,0.39304,0.66615,0.41932,1.38749,0.90346,0.98897,0.00194206,0.00194206,0.00194206
31,2207.11,1.46639,0.91391,0.99902,0.92359,0.37829,0.64204,0.41516,1.47184,0.94102,1.08933,0.00194006,0.00194006,0.00194006
32,2263.8,1.48642,0.91568,0.98867,0.95373,0.38414,0.65886,0.42076,1.41995,0.92129,1.02124,0.00193806,0.00193806,0.00193806
33,2555.6,1.48163,0.92737,0.99101,0.94199,0.38536,0.65853,0.40724,1.47167,0.9239,1.01358,0.00193606,0.00193606,0.00193606
